"YY","GEAR_CODE","FLAG_CODE","FLEET_CODE","SP_CODE","SP_NAME","SP_MT"
"2012","O","KI",,"SKJ","SKIPJACK TUNA","8310"
"2012","O","KI",,"YFT","YELLOWFIN TUNA","1672"
"2013","O","KI",,"SKJ","SKIPJACK TUNA","2190"
"2013","O","KI",,"YFT","YELLOWFIN TUNA","2169"
"2014","O","KI",,"SKJ","SKIPJACK TUNA","2190"
"2014","O","KI",,"YFT","YELLOWFIN TUNA","2169"
"2015","O","KI",,"SKJ","SKIPJACK TUNA","2190"
"2015","O","KI",,"YFT","YELLOWFIN TUNA","2169"
"2016","O","KI",,"SKJ","SKIPJACK TUNA","2190"
"2016","O","KI",,"YFT","YELLOWFIN TUNA","2169"
"2017","O","KI",,"SKJ","SKIPJACK TUNA","2190"
"2017","O","KI",,"YFT","YELLOWFIN TUNA","2169"
"2018","O","KI",,"SKJ","SKIPJACK TUNA","2190"
"2018","O","KI",,"YFT","YELLOWFIN TUNA","2169"
"2019","O","KI",,"SKJ","SKIPJACK TUNA","2190"
"2019","O","KI",,"YFT","YELLOWFIN TUNA","2169"
"2020","O","KI",,"SKJ","SKIPJACK TUNA","2190"
"2020","O","KI",,"YFT","YELLOWFIN TUNA","2169"
"2021","O","KI",,"SKJ","SKIPJACK TUNA","2190"
"2021","O","KI",,"YFT","YELLOWFIN TUNA","2169"
"2022","O","KI",,"SKJ","SKIPJACK TUNA","2190"
"2022","O","KI",,"YFT","YELLOWFIN TUNA","2169"
"1974","O","NZ",,"YFT","YELLOWFIN TUNA","1"
"1975","O","NZ",,"YFT","YELLOWFIN TUNA","1"
"1978","O","NZ",,"YFT","YELLOWFIN TUNA","15"
"1979","O","NZ",,"YFT","YELLOWFIN TUNA","16"
"1980","O","NZ",,"YFT","YELLOWFIN TUNA","51"
"1981","O","NZ",,"YFT","YELLOWFIN TUNA","26"
"1982","O","NZ",,"YFT","YELLOWFIN TUNA","2"
"1983","O","NZ",,"YFT","YELLOWFIN TUNA","1"
"1984","O","NZ",,"YFT","YELLOWFIN TUNA","2"
"1985","O","NZ",,"YFT","YELLOWFIN TUNA","1"
