"YY","GEAR_CODE","FLAG_CODE","FLEET_CODE","SP_CODE","SP_NAME","SP_MT"
"2023","G","JP",,"ALB","ALBACORE","31"
"2023","G","JP",,"MLS","STRIPED MARLIN","138"
"2023","G","JP",,"SWO","SWORDFISH","459"
"1972","G","JP",,"ALB","ALBACORE","1"
"1972","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","3"
"1972","G","JP",,"MLS","STRIPED MARLIN","243"
"1972","G","JP",,"SWO","SWORDFISH","55"
"1973","G","JP",,"ALB","ALBACORE","39"
"1973","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","115"
"1973","G","JP",,"MLS","STRIPED MARLIN","3265"
"1973","G","JP",,"SWO","SWORDFISH","720"
"1974","G","JP",,"ALB","ALBACORE","224"
"1974","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","70"
"1974","G","JP",,"MLS","STRIPED MARLIN","3112"
"1974","G","JP",,"SWO","SWORDFISH","1304"
"1975","G","JP",,"ALB","ALBACORE","166"
"1975","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","68"
"1975","G","JP",,"MLS","STRIPED MARLIN","6534"
"1975","G","JP",,"SWO","SWORDFISH","2672"
"1976","G","JP",,"ALB","ALBACORE","1070"
"1976","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","352"
"1976","G","JP",,"MLS","STRIPED MARLIN","3561"
"1976","G","JP",,"SWO","SWORDFISH","3488"
"1977","G","JP",,"ALB","ALBACORE","688"
"1977","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","402"
"1977","G","JP",,"MLS","STRIPED MARLIN","4424"
"1977","G","JP",,"SWO","SWORDFISH","2344"
"1978","G","JP",,"ALB","ALBACORE","4029"
"1978","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","1344"
"1978","G","JP",,"MLS","STRIPED MARLIN","5593"
"1978","G","JP",,"SWO","SWORDFISH","2475"
"1979","G","JP",,"ALB","ALBACORE","2856"
"1979","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","756"
"1979","G","JP",,"MLS","STRIPED MARLIN","2532"
"1979","G","JP",,"SWO","SWORDFISH","983"
"1980","G","JP",,"ALB","ALBACORE","2986"
"1980","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","909"
"1980","G","JP",,"MLS","STRIPED MARLIN","3467"
"1980","G","JP",,"SWO","SWORDFISH","1746"
"1980","G","KR",,"ALB","ALBACORE","6"
"1981","G","JP",,"ALB","ALBACORE","10348"
"1981","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","772"
"1981","G","JP",,"MLS","STRIPED MARLIN","3866"
"1981","G","JP",,"SWO","SWORDFISH","1848"
"1981","G","KR",,"ALB","ALBACORE","16"
"1982","G","JP",,"ALB","ALBACORE","12511"
"1982","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","1337"
"1982","G","JP",,"MLS","STRIPED MARLIN","2351"
"1982","G","JP",,"SWO","SWORDFISH","1257"
"1982","G","KR",,"ALB","ALBACORE","113"
"1983","G","JP",,"ALB","ALBACORE","6852"
"1983","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","786"
"1983","G","JP",,"MLS","STRIPED MARLIN","1867"
"1983","G","JP",,"SWO","SWORDFISH","1033"
"1983","G","KR",,"ALB","ALBACORE","233"
"1984","G","JP",,"ALB","ALBACORE","8988"
"1984","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","430"
"1984","G","JP",,"MLS","STRIPED MARLIN","2333"
"1984","G","JP",,"SWO","SWORDFISH","1053"
"1984","G","KR",,"ALB","ALBACORE","516"
"1985","G","JP",,"ALB","ALBACORE","11204"
"1985","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","332"
"1985","G","JP",,"MLS","STRIPED MARLIN","2363"
"1985","G","JP",,"SWO","SWORDFISH","1133"
"1985","G","KR",,"ALB","ALBACORE","576"
"1986","G","JP",,"ALB","ALBACORE","7813"
"1986","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","141"
"1986","G","JP",,"MLS","STRIPED MARLIN","3584"
"1986","G","JP",,"SWO","SWORDFISH","1264"
"1986","G","KR",,"ALB","ALBACORE","726"
"1987","G","TW",,"ALB","ALBACORE","2514"
"1987","G","JP",,"ALB","ALBACORE","6698"
"1987","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","98"
"1987","G","JP",,"MLS","STRIPED MARLIN","1888"
"1987","G","JP",,"SWO","SWORDFISH","1051"
"1987","G","KR",,"ALB","ALBACORE","817"
"1988","G","TW",,"ALB","ALBACORE","7389"
"1988","G","JP",,"ALB","ALBACORE","9074"
"1988","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","297"
"1988","G","JP",,"MLS","STRIPED MARLIN","2211"
"1988","G","JP",,"SWO","SWORDFISH","1234"
"1988","G","KR",,"ALB","ALBACORE","1016"
"1989","G","TW",,"ALB","ALBACORE","8350"
"1989","G","JP",,"ALB","ALBACORE","7437"
"1989","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","147"
"1989","G","JP",,"MLS","STRIPED MARLIN","1664"
"1989","G","JP",,"SWO","SWORDFISH","1596"
"1989","G","KR",,"ALB","ALBACORE","1023"
"1990","G","TW",,"ALB","ALBACORE","16701"
"1990","G","JP",,"ALB","ALBACORE","6064"
"1990","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","233"
"1990","G","JP",,"MLS","STRIPED MARLIN","1926"
"1990","G","JP",,"SWO","SWORDFISH","1026"
"1990","G","KR",,"ALB","ALBACORE","1016"
"1991","G","TW",,"ALB","ALBACORE","3398"
"1991","G","JP",,"ALB","ALBACORE","3401"
"1991","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","149"
"1991","G","JP",,"MLS","STRIPED MARLIN","1302"
"1991","G","JP",,"SWO","SWORDFISH","424"
"1991","G","KR",,"ALB","ALBACORE","852"
"1992","G","TW",,"ALB","ALBACORE","7866"
"1992","G","JP",,"ALB","ALBACORE","2721"
"1992","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","196"
"1992","G","JP",,"MLS","STRIPED MARLIN","1169"
"1992","G","JP",,"SWO","SWORDFISH","840"
"1992","G","KR",,"ALB","ALBACORE","271"
"1993","G","JP",,"ALB","ALBACORE","287"
"1993","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","72"
"1993","G","JP",,"MLS","STRIPED MARLIN","828"
"1993","G","JP",,"SWO","SWORDFISH","292"
"1994","G","JP",,"ALB","ALBACORE","263"
"1994","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","113"
"1994","G","JP",,"MLS","STRIPED MARLIN","1443"
"1994","G","JP",,"SWO","SWORDFISH","421"
"1995","G","JP",,"ALB","ALBACORE","282"
"1995","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","27"
"1995","G","JP",,"MLS","STRIPED MARLIN","970"
"1995","G","JP",,"SWO","SWORDFISH","561"
"1996","G","JP",,"ALB","ALBACORE","116"
"1996","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","13"
"1996","G","JP",,"MLS","STRIPED MARLIN","703"
"1996","G","JP",,"SWO","SWORDFISH","428"
"1997","G","JP",,"ALB","ALBACORE","359"
"1997","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","15"
"1997","G","JP",,"MLS","STRIPED MARLIN","813"
"1997","G","JP",,"SWO","SWORDFISH","365"
"1998","G","JP",,"ALB","ALBACORE","206"
"1998","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","8"
"1998","G","JP",,"MLS","STRIPED MARLIN","1091"
"1998","G","JP",,"SWO","SWORDFISH","470"
"1999","G","JP",,"ALB","ALBACORE","289"
"1999","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","14"
"1999","G","JP",,"MLS","STRIPED MARLIN","1125"
"1999","G","JP",,"SWO","SWORDFISH","724"
"2000","G","JP",,"ALB","ALBACORE","67"
"2000","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","20"
"2000","G","JP",,"MLS","STRIPED MARLIN","1062"
"2000","G","JP",,"SWO","SWORDFISH","808"
"2017","T","US",,"ALB","ALBACORE","335"
"2018","T","US",,"ALB","ALBACORE","12"
"2019","T","US",,"ALB","ALBACORE","1"
"2020","T","US",,"ALB","ALBACORE","19"
"2001","G","JP",,"ALB","ALBACORE","117"
"2001","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","25"
"2001","G","JP",,"MLS","STRIPED MARLIN","1077"
"2001","G","JP",,"SWO","SWORDFISH","732"
"2002","G","JP",,"ALB","ALBACORE","332"
"2002","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","61"
"2002","G","JP",,"MLS","STRIPED MARLIN","1262"
"2002","G","JP",,"SWO","SWORDFISH","1154"
"2003","G","JP",,"ALB","ALBACORE","126"
"2003","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","43"
"2003","G","JP",,"MLS","STRIPED MARLIN","1025"
"2003","G","JP",,"SWO","SWORDFISH","1130"
"2004","G","JP",,"ALB","ALBACORE","61"
"2004","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","93"
"2004","G","JP",,"MLS","STRIPED MARLIN","1339"
"2004","G","JP",,"SWO","SWORDFISH","1062"
"2005","G","JP",,"ALB","ALBACORE","154"
"2005","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","135"
"2005","G","JP",,"MLS","STRIPED MARLIN","1214"
"2005","G","JP",,"SWO","SWORDFISH","956"
"2006","G","JP",,"ALB","ALBACORE","221"
"2006","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","313"
"2006","G","JP",,"MLS","STRIPED MARLIN","1190"
"2006","G","JP",,"SWO","SWORDFISH","796"
"2007","G","JP",,"ALB","ALBACORE","226"
"2007","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","144"
"2007","G","JP",,"MLS","STRIPED MARLIN","970"
"2007","G","JP",,"SWO","SWORDFISH","829"
"2008","G","JP",,"ALB","ALBACORE","1531"
"2008","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","276"
"2008","G","JP",,"MLS","STRIPED MARLIN","1302"
"2008","G","JP",,"SWO","SWORDFISH","648"
"2009","G","JP",,"ALB","ALBACORE","149"
"2009","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","103"
"2009","G","JP",,"MLS","STRIPED MARLIN","821"
"2009","G","JP",,"SWO","SWORDFISH","682"
"2010","G","JP",,"ALB","ALBACORE","24"
"2010","G","JP",,"PBF","PACIFIC BLUEFIN TUNA","103"
"2010","G","JP",,"MLS","STRIPED MARLIN","899"
"2010","G","JP",,"SWO","SWORDFISH","483"
"2011","G","JP",,"ALB","ALBACORE","12"
"2011","G","JP",,"MLS","STRIPED MARLIN","333"
"2011","G","JP",,"SWO","SWORDFISH","189"
"2012","G","JP",,"ALB","ALBACORE","26"
"2012","G","JP",,"MLS","STRIPED MARLIN","597"
"2012","G","JP",,"SWO","SWORDFISH","371"
"2013","G","JP",,"ALB","ALBACORE","14"
"2013","G","JP",,"MLS","STRIPED MARLIN","336"
"2013","G","JP",,"SWO","SWORDFISH","290"
"2014","G","JP",,"ALB","ALBACORE","11"
"2014","G","JP",,"MLS","STRIPED MARLIN","173"
"2014","G","JP",,"SWO","SWORDFISH","269"
"2015","G","JP",,"ALB","ALBACORE","138"
"2015","G","JP",,"MLS","STRIPED MARLIN","287"
"2015","G","JP",,"SWO","SWORDFISH","277"
"2016","G","JP",,"ALB","ALBACORE","19"
"2016","G","JP",,"MLS","STRIPED MARLIN","308"
"2016","G","JP",,"SWO","SWORDFISH","303"
"2017","G","JP",,"ALB","ALBACORE","40"
"2017","G","JP",,"MLS","STRIPED MARLIN","241"
"2017","G","JP",,"SWO","SWORDFISH","291"
"2018","G","JP",,"MLS","STRIPED MARLIN","278"
"2018","G","JP",,"SWO","SWORDFISH","230"
"2019","G","JP",,"ALB","ALBACORE","9"
"2019","G","JP",,"MLS","STRIPED MARLIN","241"
"2019","G","JP",,"SWO","SWORDFISH","242"
"2020","G","JP",,"ALB","ALBACORE","7"
"2020","G","JP",,"MLS","STRIPED MARLIN","155"
"2020","G","JP",,"SWO","SWORDFISH","290"
"2021","G","JP",,"ALB","ALBACORE","3"
"2021","G","JP",,"MLS","STRIPED MARLIN","95"
"2021","G","JP",,"SWO","SWORDFISH","301"
"2022","G","JP",,"ALB","ALBACORE","3"
"2022","G","JP",,"MLS","STRIPED MARLIN","95"
"2022","G","JP",,"SWO","SWORDFISH","301"
"1988","T","CA",,"ALB","ALBACORE","235"
"1989","T","CA",,"ALB","ALBACORE","235"
"1990","T","CA",,"ALB","ALBACORE","235"
"1991","T","CA",,"ALB","ALBACORE","235"
"1992","T","CA",,"ALB","ALBACORE","235"
"1993","T","CA",,"ALB","ALBACORE","235"
"1994","T","CA",,"ALB","ALBACORE","235"
"1995","T","CA",,"ALB","ALBACORE","235"
"1996","T","CA",,"ALB","ALBACORE","136"
"1997","T","CA",,"ALB","ALBACORE","149"
"1998","T","CA",,"ALB","ALBACORE","167"
"1999","T","CA",,"ALB","ALBACORE","253"
"2000","T","CA",,"ALB","ALBACORE","351"
"2001","T","CA",,"ALB","ALBACORE","206"
"2002","T","CA",,"ALB","ALBACORE","144"
"2004","T","CA",,"ALB","ALBACORE","63"
"2005","T","CA",,"ALB","ALBACORE","72"
"2006","T","CA",,"ALB","ALBACORE","135"
"2007","T","CA",,"ALB","ALBACORE","27"
"2011","T","CA",,"ALB","ALBACORE","1"
"2017","T","CA",,"ALB","ALBACORE","55"
"2021","T","CA",,"ALB","ALBACORE","31"
"2023","T","US","MP","SKJ","SKIPJACK TUNA","35"
"2023","T","US","MP","YFT","YELLOWFIN TUNA","9"
"1983","T","US","MP","SKJ","SKIPJACK TUNA","84"
"1983","T","US","MP","YFT","YELLOWFIN TUNA","10"
"1984","T","US","MP","SKJ","SKIPJACK TUNA","133"
"1984","T","US","MP","YFT","YELLOWFIN TUNA","9"
"1985","T","US","MP","SKJ","SKIPJACK TUNA","80"
"1985","T","US","MP","YFT","YELLOWFIN TUNA","6"
"1986","T","US","MP","SKJ","SKIPJACK TUNA","115"
"1986","T","US","MP","YFT","YELLOWFIN TUNA","8"
"1987","T","US","MP","SKJ","SKIPJACK TUNA","74"
"1987","T","US","MP","YFT","YELLOWFIN TUNA","5"
"1988","T","US","MP","SKJ","SKIPJACK TUNA","121"
"1988","T","US","MP","YFT","YELLOWFIN TUNA","8"
"1989","T","US","MP","SKJ","SKIPJACK TUNA","118"
"1989","T","US","MP","YFT","YELLOWFIN TUNA","5"
"1990","T","US","MP","SKJ","SKIPJACK TUNA","68"
"1990","T","US","MP","YFT","YELLOWFIN TUNA","5"
"1991","T","US","MP","SKJ","SKIPJACK TUNA","53"
"1991","T","US","MP","YFT","YELLOWFIN TUNA","6"
"1992","T","US","MP","SKJ","SKIPJACK TUNA","38"
"1992","T","US","MP","YFT","YELLOWFIN TUNA","11"
"1993","T","US","MP","SKJ","SKIPJACK TUNA","44"
"1993","T","US","MP","YFT","YELLOWFIN TUNA","6"
"1994","T","US","MP","SKJ","SKIPJACK TUNA","41"
"1994","T","US","MP","YFT","YELLOWFIN TUNA","6"
"1995","T","US","MP","SKJ","SKIPJACK TUNA","60"
"1995","T","US","MP","YFT","YELLOWFIN TUNA","10"
"1996","T","US","MP","SKJ","SKIPJACK TUNA","94"
"1996","T","US","MP","YFT","YELLOWFIN TUNA","21"
"1997","T","US","MP","SKJ","SKIPJACK TUNA","76"
"1997","T","US","MP","YFT","YELLOWFIN TUNA","13"
"1998","T","US","MP","SKJ","SKIPJACK TUNA","76"
"1998","T","US","MP","YFT","YELLOWFIN TUNA","9"
"1999","T","US","MP","SKJ","SKIPJACK TUNA","48"
"1999","T","US","MP","YFT","YELLOWFIN TUNA","11"
"2000","T","US","MP","SKJ","SKIPJACK TUNA","206"
"2000","T","US","MP","YFT","YELLOWFIN TUNA","1"
"2001","T","US","MP","SKJ","SKIPJACK TUNA","261"
"2001","T","US","MP","YFT","YELLOWFIN TUNA","16"
"2002","T","US","MP","SKJ","SKIPJACK TUNA","177"
"2002","T","US","MP","YFT","YELLOWFIN TUNA","7"
"2003","T","US","MP","SKJ","SKIPJACK TUNA","77"
"2003","T","US","MP","YFT","YELLOWFIN TUNA","12"
"2004","T","US","MP","SKJ","SKIPJACK TUNA","66"
"2004","T","US","MP","YFT","YELLOWFIN TUNA","12"
"2005","T","US","MP","SKJ","SKIPJACK TUNA","108"
"2005","T","US","MP","YFT","YELLOWFIN TUNA","22"
"2006","T","US","MP","SKJ","SKIPJACK TUNA","124"
"2006","T","US","MP","YFT","YELLOWFIN TUNA","20"
"2007","T","US","MP","SKJ","SKIPJACK TUNA","108"
"2007","T","US","MP","YFT","YELLOWFIN TUNA","16"
"2008","T","US","MP","SKJ","SKIPJACK TUNA","77"
"2008","T","US","MP","YFT","YELLOWFIN TUNA","8"
"2009","T","US","MP","SKJ","SKIPJACK TUNA","109"
"2009","T","US","MP","YFT","YELLOWFIN TUNA","11"
"2010","T","US","MP","SKJ","SKIPJACK TUNA","147"
"2010","T","US","MP","YFT","YELLOWFIN TUNA","15"
"2011","T","US","MP","SKJ","SKIPJACK TUNA","101"
"2011","T","US","MP","YFT","YELLOWFIN TUNA","19"
"2012","T","US","MP","SKJ","SKIPJACK TUNA","130"
"2012","T","US","MP","YFT","YELLOWFIN TUNA","33"
"2013","T","US","MP","SKJ","SKIPJACK TUNA","159"
"2013","T","US","MP","YFT","YELLOWFIN TUNA","16"
"2014","T","US","MP","SKJ","SKIPJACK TUNA","109"
"2014","T","US","MP","YFT","YELLOWFIN TUNA","8"
"2015","T","US","MP","SKJ","SKIPJACK TUNA","29"
"2015","T","US","MP","YFT","YELLOWFIN TUNA","13"
"2016","T","US","MP","SKJ","SKIPJACK TUNA","87"
"2016","T","US","MP","YFT","YELLOWFIN TUNA","9"
"2017","T","US","MP","SKJ","SKIPJACK TUNA","107"
"2017","T","US","MP","YFT","YELLOWFIN TUNA","8"
"2018","T","US","MP","SKJ","SKIPJACK TUNA","170"
"2018","T","US","MP","YFT","YELLOWFIN TUNA","5"
"2019","T","US","MP","SKJ","SKIPJACK TUNA","157"
"2019","T","US","MP","YFT","YELLOWFIN TUNA","17"
"2020","T","US","MP","SKJ","SKIPJACK TUNA","108"
"2020","T","US","MP","YFT","YELLOWFIN TUNA","11"
"2021","T","US","MP","SKJ","SKIPJACK TUNA","136"
"2021","T","US","MP","YFT","YELLOWFIN TUNA","12"
"2022","T","US","MP","SKJ","SKIPJACK TUNA","60"
"2022","T","US","MP","YFT","YELLOWFIN TUNA","6"
"1995","T","US","HW","SKJ","SKIPJACK TUNA","155"
"1995","T","US","HW","YFT","YELLOWFIN TUNA","1190"
"1996","T","US","HW","BET","BIGEYE TUNA","185"
"1996","T","US","HW","SKJ","SKIPJACK TUNA","224"
"1996","T","US","HW","YFT","YELLOWFIN TUNA","1044"
"1996","T","US","HW","MLS","STRIPED MARLIN","55"
"1997","T","US","HW","BET","BIGEYE TUNA","92"
"1997","T","US","HW","SKJ","SKIPJACK TUNA","197"
"1997","T","US","HW","YFT","YELLOWFIN TUNA","911"
"1997","T","US","HW","MLS","STRIPED MARLIN","39"
"1998","T","US","HW","BET","BIGEYE TUNA","243"
"1998","T","US","HW","SKJ","SKIPJACK TUNA","147"
"1998","T","US","HW","YFT","YELLOWFIN TUNA","982"
"1998","T","US","HW","MLS","STRIPED MARLIN","26"
"1999","T","US","HW","BET","BIGEYE TUNA","97"
"1999","T","US","HW","SKJ","SKIPJACK TUNA","184"
"1999","T","US","HW","YFT","YELLOWFIN TUNA","1270"
"1999","T","US","HW","MLS","STRIPED MARLIN","29"
"2000","T","US","HW","BET","BIGEYE TUNA","207"
"2000","T","US","HW","SKJ","SKIPJACK TUNA","88"
"2000","T","US","HW","YFT","YELLOWFIN TUNA","1006"
"2000","T","US","HW","MLS","STRIPED MARLIN","14"
"2001","T","US","HW","BET","BIGEYE TUNA","226"
"2001","T","US","HW","SKJ","SKIPJACK TUNA","111"
"2001","T","US","HW","YFT","YELLOWFIN TUNA","789"
"2001","T","US","HW","MLS","STRIPED MARLIN","44"
"2002","T","US","HW","BET","BIGEYE TUNA","586"
"2002","T","US","HW","SKJ","SKIPJACK TUNA","98"
"2002","T","US","HW","YFT","YELLOWFIN TUNA","573"
"2002","T","US","HW","MLS","STRIPED MARLIN","29"
"2023","R","PH",,"BET","BIGEYE TUNA","416"
"2023","R","PH",,"SKJ","SKIPJACK TUNA","19118"
"2023","R","PH",,"YFT","YELLOWFIN TUNA","5438"
"1970","R","PH",,"BET","BIGEYE TUNA","166"
"1970","R","PH",,"SKJ","SKIPJACK TUNA","3051"
"1970","R","PH",,"YFT","YELLOWFIN TUNA","1511"
"1971","R","PH",,"BET","BIGEYE TUNA","186"
"1971","R","PH",,"SKJ","SKIPJACK TUNA","3265"
"1971","R","PH",,"YFT","YELLOWFIN TUNA","1690"
"1972","R","PH",,"BET","BIGEYE TUNA","193"
"1972","R","PH",,"SKJ","SKIPJACK TUNA","3585"
"1972","R","PH",,"YFT","YELLOWFIN TUNA","1757"
"1973","R","PH",,"BET","BIGEYE TUNA","231"
"1973","R","PH",,"SKJ","SKIPJACK TUNA","4028"
"1973","R","PH",,"YFT","YELLOWFIN TUNA","2102"
"1974","R","PH",,"BET","BIGEYE TUNA","268"
"1974","R","PH",,"SKJ","SKIPJACK TUNA","4494"
"1974","R","PH",,"YFT","YELLOWFIN TUNA","2444"
"1975","R","PH",,"BET","BIGEYE TUNA","274"
"1975","R","PH",,"SKJ","SKIPJACK TUNA","4830"
"1975","R","PH",,"YFT","YELLOWFIN TUNA","2493"
"1976","R","PH",,"BET","BIGEYE TUNA","231"
"1976","R","PH",,"SKJ","SKIPJACK TUNA","4891"
"1976","R","PH",,"YFT","YELLOWFIN TUNA","2100"
"1977","R","PH",,"BET","BIGEYE TUNA","327"
"1977","R","PH",,"SKJ","SKIPJACK TUNA","4765"
"1977","R","PH",,"YFT","YELLOWFIN TUNA","2978"
"1978","R","PH",,"BET","BIGEYE TUNA","100"
"1978","R","PH",,"SKJ","SKIPJACK TUNA","7585"
"1978","R","PH",,"YFT","YELLOWFIN TUNA","910"
"1979","R","PH",,"BET","BIGEYE TUNA","351"
"1979","R","PH",,"SKJ","SKIPJACK TUNA","5702"
"1979","R","PH",,"YFT","YELLOWFIN TUNA","3190"
"1980","R","PH",,"BET","BIGEYE TUNA","423"
"1980","R","PH",,"SKJ","SKIPJACK TUNA","3351"
"1980","R","PH",,"YFT","YELLOWFIN TUNA","3852"
"1981","R","PH",,"BET","BIGEYE TUNA","380"
"1981","R","PH",,"SKJ","SKIPJACK TUNA","4683"
"1981","R","PH",,"YFT","YELLOWFIN TUNA","3459"
"1982","R","PH",,"BET","BIGEYE TUNA","137"
"1982","R","PH",,"SKJ","SKIPJACK TUNA","4081"
"1982","R","PH",,"YFT","YELLOWFIN TUNA","1251"
"1983","R","PH",,"BET","BIGEYE TUNA","333"
"1983","R","PH",,"SKJ","SKIPJACK TUNA","4210"
"1983","R","PH",,"YFT","YELLOWFIN TUNA","3028"
"1984","R","PH",,"BET","BIGEYE TUNA","422"
"1984","R","PH",,"SKJ","SKIPJACK TUNA","8538"
"1984","R","PH",,"YFT","YELLOWFIN TUNA","3839"
"1985","R","PH",,"BET","BIGEYE TUNA","615"
"1985","R","PH",,"SKJ","SKIPJACK TUNA","14303"
"1985","R","PH",,"YFT","YELLOWFIN TUNA","5595"
"1986","R","PH",,"BET","BIGEYE TUNA","490"
"1986","R","PH",,"SKJ","SKIPJACK TUNA","18343"
"1986","R","PH",,"YFT","YELLOWFIN TUNA","4461"
"1987","R","PH",,"BET","BIGEYE TUNA","289"
"1987","R","PH",,"SKJ","SKIPJACK TUNA","11873"
"1987","R","PH",,"YFT","YELLOWFIN TUNA","2627"
"1988","R","PH",,"BET","BIGEYE TUNA","399"
"1988","R","PH",,"SKJ","SKIPJACK TUNA","9006"
"1988","R","PH",,"YFT","YELLOWFIN TUNA","3633"
"1989","R","PH",,"BET","BIGEYE TUNA","435"
"1989","R","PH",,"SKJ","SKIPJACK TUNA","10409"
"1989","R","PH",,"YFT","YELLOWFIN TUNA","3957"
"1990","R","PH",,"BET","BIGEYE TUNA","413"
"1990","R","PH",,"SKJ","SKIPJACK TUNA","19045"
"1990","R","PH",,"YFT","YELLOWFIN TUNA","3760"
"1991","R","PH",,"BET","BIGEYE TUNA","487"
"1991","R","PH",,"SKJ","SKIPJACK TUNA","14612"
"1991","R","PH",,"YFT","YELLOWFIN TUNA","4431"
"1992","R","PH",,"BET","BIGEYE TUNA","269"
"1992","R","PH",,"SKJ","SKIPJACK TUNA","18721"
"1992","R","PH",,"YFT","YELLOWFIN TUNA","2447"
"1993","R","PH",,"BET","BIGEYE TUNA","155"
"1993","R","PH",,"SKJ","SKIPJACK TUNA","19226"
"1993","R","PH",,"YFT","YELLOWFIN TUNA","1406"
"1994","R","PH",,"BET","BIGEYE TUNA","161"
"1994","R","PH",,"SKJ","SKIPJACK TUNA","8274"
"1994","R","PH",,"YFT","YELLOWFIN TUNA","1464"
"1995","R","PH",,"BET","BIGEYE TUNA","125"
"1995","R","PH",,"SKJ","SKIPJACK TUNA","10200"
"1995","R","PH",,"YFT","YELLOWFIN TUNA","1136"
"1996","R","PH",,"BET","BIGEYE TUNA","126"
"1996","R","PH",,"SKJ","SKIPJACK TUNA","10206"
"1996","R","PH",,"YFT","YELLOWFIN TUNA","1144"
"1997","R","PH",,"BET","BIGEYE TUNA","257"
"1997","R","PH",,"SKJ","SKIPJACK TUNA","8803"
"1997","R","PH",,"YFT","YELLOWFIN TUNA","2830"
"1998","R","PH",,"BET","BIGEYE TUNA","359"
"1998","R","PH",,"SKJ","SKIPJACK TUNA","9101"
"1998","R","PH",,"YFT","YELLOWFIN TUNA","3665"
"1999","R","PH",,"BET","BIGEYE TUNA","146"
"1999","R","PH",,"SKJ","SKIPJACK TUNA","11012"
"1999","R","PH",,"YFT","YELLOWFIN TUNA","2184"
"2000","R","PH",,"BET","BIGEYE TUNA","457"
"2000","R","PH",,"SKJ","SKIPJACK TUNA","10019"
"2000","R","PH",,"YFT","YELLOWFIN TUNA","3148"
"2001","R","PH",,"BET","BIGEYE TUNA","285"
"2001","R","PH",,"SKJ","SKIPJACK TUNA","9654"
"2001","R","PH",,"YFT","YELLOWFIN TUNA","2727"
"2002","R","PH",,"BET","BIGEYE TUNA","37"
"2002","R","PH",,"SKJ","SKIPJACK TUNA","12023"
"2002","R","PH",,"YFT","YELLOWFIN TUNA","1995"
"2003","R","PH",,"BET","BIGEYE TUNA","385"
"2003","R","PH",,"SKJ","SKIPJACK TUNA","13541"
"2003","R","PH",,"YFT","YELLOWFIN TUNA","3866"
"2004","R","PH",,"BET","BIGEYE TUNA","311"
"2004","R","PH",,"SKJ","SKIPJACK TUNA","13399"
"2004","R","PH",,"YFT","YELLOWFIN TUNA","4560"
"2005","R","PH",,"BET","BIGEYE TUNA","336"
"2005","R","PH",,"SKJ","SKIPJACK TUNA","12363"
"2005","R","PH",,"YFT","YELLOWFIN TUNA","5979"
"2006","R","PH",,"BET","BIGEYE TUNA","823"
"2006","R","PH",,"SKJ","SKIPJACK TUNA","13623"
"2006","R","PH",,"YFT","YELLOWFIN TUNA","6175"
"2007","R","PH",,"BET","BIGEYE TUNA","713"
"2007","R","PH",,"SKJ","SKIPJACK TUNA","16629"
"2007","R","PH",,"YFT","YELLOWFIN TUNA","6652"
"2008","R","PH",,"BET","BIGEYE TUNA","322"
"2008","R","PH",,"SKJ","SKIPJACK TUNA","17761"
"2008","R","PH",,"YFT","YELLOWFIN TUNA","8421"
"2009","R","PH",,"BET","BIGEYE TUNA","291"
"2009","R","PH",,"SKJ","SKIPJACK TUNA","29862"
